office,district,candidate,party,precinct,votes,absentee_votes
State House,,Scott J. Guthrie*,D,Coventry 0611,83,38
State House,,Justine A. Caldwell*,D,East Greenwich 0901,55,26
State House,,Justine A. Caldwell*,D,East Greenwich 0903,426,221
State House,,Justine A. Caldwell*,D,East Greenwich 0905,346,204
State House,,Justine A. Caldwell*,D,West Greenwich 3704,51,27
State House,,Julie A. Casimiro*,D,Exeter 1101,94,50
State House,,Julie A. Casimiro*,D,North Kingstown 2301,195,109
State House,,Julie A. Casimiro*,D,North Kingstown 2304,836,449
State House,,Robert E. Craven*,D,North Kingstown 2306,268,151
State House,,Robert E. Craven*,D,North Kingstown 2309,1258,725
State House,,Carol Hagan McEntee*,D,Narragansett 2001,62,32
State House,,Carol Hagan McEntee*,D,Narragansett 2002,445,249
State House,,Carol Hagan McEntee*,D,Narragansett 2003,403,218
State House,,Carol Hagan McEntee*,D,South Kingstown 3201,129,57
State House,,Carol Hagan McEntee*,D,South Kingstown 3202,778,497
State House,,Teresa A. Tanzi*,D,Narragansett 2004,420,252
State House,,Teresa A. Tanzi*,D,Narragansett 2005,293,192
State House,,Teresa A. Tanzi*,D,South Kingstown 3204,861,459
State House,,Gina M. Giramma,D,Narragansett 2004,162,67
State House,,Gina M. Giramma,D,Narragansett 2005,169,77
State House,,Gina M. Giramma,D,South Kingstown 3204,312,133
State House,,Kathleen A. Fogarty*,D,South Kingstown 3207,1182,762
State House,,Spencer E. Dickinson,D,South Kingstown 3207,379,171
State House,,Samuel A. Azzinaro*,D,Westerly 3602,146,89
State House,,Samuel A. Azzinaro*,D,Westerly 3603,180,115
State House,,Samuel A. Azzinaro*,D,Westerly 3604,142,90
State House,,Samuel A. Azzinaro*,D,Westerly 3605,152,95
State House,,Brian Patrick Kennedy*,D,Hopkinton 1401,193,84
State House,,Brian Patrick Kennedy*,D,Hopkinton 1402,102,65
State House,,Brian Patrick Kennedy*,D,Westerly 3606,121,74
State House,,Brian Patrick Kennedy*,D,Westerly 3607,103,56
State House,,Miguel J. Torres,D,Hopkinton 1401,86,46
State House,,Miguel J. Torres,D,Hopkinton 1402,80,33
State House,,Miguel J. Torres,D,Westerly 3606,73,34
State House,,Miguel J. Torres,D,Westerly 3607,39,16
State House,,Megan L. Cotter*,D,Exeter 1103,207,118
State House,,Megan L. Cotter*,D,Hopkinton 1403,57,34
State House,,Megan L. Cotter*,D,Richmond 2902,363,190
State House,,Linda A. Nichols,D,Coventry 0617,60,33
State House,,Linda A. Nichols,D,Coventry 0618,33,20
State House,,Linda A. Nichols,D,Foster 1201,193,122
State House,,Linda A. Nichols,D,Glocester 1301,255,137
State House,,Pamela Carosi*,D,Cranston 0730,191,97
State House,,Pamela Carosi*,D,Scituate 3001,133,66
State House,,Pamela Carosi*,D,Scituate 3002,97,49
State House,,Pamela Carosi*,D,Scituate 3003,128,64
State House,,Giuseppe Mattiello,D,Cranston 0730,77,19
State House,,Giuseppe Mattiello,D,Scituate 3001,31,12
State House,,Giuseppe Mattiello,D,Scituate 3002,15,5
State House,,Giuseppe Mattiello,D,Scituate 3003,15,7
State House,,"Edward T. Cardillo, Jr.*",D,Cranston 0731,231,97
State House,,"Edward T. Cardillo, Jr.*",D,Johnston 1603,263,120
State House,,"Edward T. Cardillo, Jr.*",D,Johnston 1604,118,44
State House,,"Edward T. Cardillo, Jr.*",D,Johnston 1605,96,36
State House,,Deborah A. Fellela*,D,Johnston 1606,39,14
State House,,Deborah A. Fellela*,D,Johnston 1607,48,21
State House,,Deborah A. Fellela*,D,Johnston 1608,148,43
State House,,Deborah A. Fellela*,D,Johnston 1609,188,78
State House,,Deborah A. Fellela*,D,Johnston 1610,283,111
State House,,Deborah A. Fellela*,D,Johnston 1611,170,75
State House,,Deborah A. Fellela*,D,Johnston 1612,137,51
State House,,Melinda Lopez,D,Johnston 1606,28,13
State House,,Melinda Lopez,D,Johnston 1607,36,20
State House,,Melinda Lopez,D,Johnston 1608,78,23
State House,,Melinda Lopez,D,Johnston 1609,68,30
State House,,Melinda Lopez,D,Johnston 1610,231,95
State House,,Melinda Lopez,D,Johnston 1611,81,30
State House,,Melinda Lopez,D,Johnston 1612,72,25
State House,,Gregory J. Costantino*,D,Johnston 1613,122,50
State House,,Gregory J. Costantino*,D,Smithfield 3101,252,108
State House,,Gregory J. Costantino*,D,Smithfield 3103,429,196
State House,,Mia A. Ackerman*,D,Cumberland 0801,131,57
State House,,Mia A. Ackerman*,D,Cumberland 0802,250,109
State House,,Mia A. Ackerman*,D,Cumberland 0803,165,91
State House,,Mary Ann Shallcross Smith,D,Pawtucket 2601,64,19
State House,,Steven J. Lima,D,Woonsocket 3901,13,6
State House,,Stephen M. Casey*,D,Woonsocket 3905,89,28
State House,,Stephen M. Casey*,D,Woonsocket 3907,267,111
State House,,Robert D. Phillips,D,Cumberland 0804,29,17
State House,,Robert D. Phillips,D,Woonsocket 3910,263,104
State House,,Alex D. Marszalkowski*,D,Cumberland 0809,68,39
State House,,Bernard A. Hawkins*,D,Glocester 1304,82,43
State House,,Bernard A. Hawkins*,D,Smithfield 3104,208,102
State House,,Bernard A. Hawkins*,D,Smithfield 3105,420,222
State House,,William W. O'Brien*,D,North Providence 2403,383,161
State House,,William W. O'Brien*,D,North Providence 2405,161,68
State House,,William W. O'Brien*,D,North Providence 2407,417,116
State House,,William W. O'Brien*,D,North Providence 2409,76,32
State House,,Arthur J. Corvese*,D,North Providence 2410,238,97
State House,,Arthur J. Corvese*,D,North Providence 2412,819,282
State House,,Arthur J. Corvese*,D,North Providence 2414,125,33
State House,,Arthur J. Corvese*,D,North Providence 2415,181,55
State House,,Arthur J. Corvese*,D,North Providence 2416,405,161
State House,,Joshua J. Giraldo*,D,Central Falls 0401,174,41
State House,,Joshua J. Giraldo*,D,Central Falls 0402,78,17
State House,,Joshua J. Giraldo*,D,Central Falls 0403,245,122
State House,,Joshua J. Giraldo*,D,Central Falls 0404,203,76
State House,,Joshua J. Giraldo*,D,Central Falls 0405,80,37
State House,,James N. McLaughlin*,D,Central Falls 0406,115,36
State House,,James N. McLaughlin*,D,Central Falls 0407,45,7
State House,,James N. McLaughlin*,D,Central Falls 0408,160,42
State House,,James N. McLaughlin*,D,Cumberland 0812,193,99
State House,,Carlos Eduardo Tobon,D,Pawtucket 2602,132,33
State House,,Carlos Eduardo Tobon,D,Pawtucket 2603,324,140
State House,,Carlos Eduardo Tobon,D,Pawtucket 2604,169,77
State House,,Carlos Eduardo Tobon,D,Pawtucket 2605,86,29
State House,,Carlos Eduardo Tobon,D,Pawtucket 2606,96,33
State House,,Jean Philippe Barros*,D,Pawtucket 2607,575,316
State House,,Jean Philippe Barros*,D,Pawtucket 2608,491,304
State House,,Jean Philippe Barros*,D,Pawtucket 2609,46,24
State House,,Jean Philippe Barros*,D,Pawtucket 2610,25,9
State House,,Jean Philippe Barros*,D,Pawtucket 2611,119,59
State House,,Jean Philippe Barros*,D,Pawtucket 2631,125,47
State House,,Karen Alzate*,D,Pawtucket 2612,150,69
State House,,Karen Alzate*,D,Pawtucket 2613,198,113
State House,,Karen Alzate*,D,Pawtucket 2614,153,68
State House,,Karen Alzate*,D,Pawtucket 2615,106,38
State House,,Karen Alzate*,D,Pawtucket 2616,47,21
State House,,Karen Alzate*,D,Pawtucket 2617,46,14
State House,,"Raymond H. Johnston, Jr.*",D,Pawtucket 2618,290,130
State House,,"Raymond H. Johnston, Jr.*",D,Pawtucket 2619,119,54
State House,,"Raymond H. Johnston, Jr.*",D,Pawtucket 2620,154,80
State House,,"Raymond H. Johnston, Jr.*",D,Pawtucket 2621,68,29
State House,,"Raymond H. Johnston, Jr.*",D,Pawtucket 2622,31,15
State House,,"Raymond H. Johnston, Jr.*",D,Pawtucket 2623,35,12
State House,,Leonela Felix,D,Pawtucket 2618,280,108
State House,,Leonela Felix,D,Pawtucket 2619,173,48
State House,,Leonela Felix,D,Pawtucket 2620,329,132
State House,,Leonela Felix,D,Pawtucket 2621,77,20
State House,,Leonela Felix,D,Pawtucket 2622,53,21
State House,,Leonela Felix,D,Pawtucket 2623,76,26
State House,,Mary Duffy Messier*,D,Pawtucket 2624,137,60
State House,,Mary Duffy Messier*,D,Pawtucket 2625,71,25
State House,,Mary Duffy Messier*,D,Pawtucket 2626,29,12
State House,,Mary Duffy Messier*,D,Pawtucket 2627,207,91
State House,,Mary Duffy Messier*,D,Pawtucket 2628,291,163
State House,,Mary Duffy Messier*,D,Pawtucket 2629,343,187
State House,,Mary Duffy Messier*,D,Pawtucket 2630,28,9
State House,,Katherine S. Kazarian*,D,East Providence 1003,92,30
State House,,Katherine S. Kazarian*,D,East Providence 1005,625,335
State House,,Katherine S. Kazarian*,D,East Providence 1006,15,7
State House,,Katherine S. Kazarian*,D,East Providence 1007,19,6
State House,,Jose R. Serodio*,D,East Providence 1009,318,159
State House,,Jose R. Serodio*,D,East Providence 1010,135,64
State House,,Brianna E. Henries,D,East Providence 1009,426,176
State House,,Brianna E. Henries,D,East Providence 1010,301,147
State House,,Gregg Amore*,D,East Providence 1012,141,56
State House,,Gregg Amore*,D,East Providence 1013,484,226
State House,,Liana M. Cassar*,D,East Providence 1016,146,70
State House,,June S. Speakman*,D,Bristol 0201,96,50
State House,,June S. Speakman*,D,Bristol 0202,114,57
State House,,June S. Speakman*,D,Bristol 0203,392,239
State House,,June S. Speakman*,D,Bristol 0204,181,96
State House,,Susan R. Donovan*,D,Bristol 0205,143,54
State House,,Susan R. Donovan*,D,Bristol 0206,146,55
State House,,Susan R. Donovan*,D,Bristol 0207,172,108
State House,,Susan R. Donovan*,D,Bristol 0208,143,84
State House,,Susan R. Donovan*,D,Bristol 0209,25,9
State House,,"John G. Edwards, V*",D,Little Compton 1801,63,27
State House,,"John G. Edwards, V*",D,Portsmouth 2704,115,56
State House,,"John G. Edwards, V*",D,Tiverton 3306,133,56
State House,,Michelle E. McGaw,D,Little Compton 1801,496,207
State House,,Michelle E. McGaw,D,Portsmouth 2704,419,232
State House,,Michelle E. McGaw,D,Tiverton 3306,319,171
State House,,Terri-Denise Cortvriend*,D,Middletown 1902,377,185
State House,,Terri-Denise Cortvriend*,D,Portsmouth 2708,818,509
State House,,Christopher T. Semonelli,D,Middletown 1902,160,83
State House,,Christopher T. Semonelli,D,Portsmouth 2708,126,56
State House,,Deborah L. Ruggiero*,D,Jamestown 1501,1136,742
State House,,Deborah L. Ruggiero*,D,Middletown 1904,436,297
State House,,"Henry F. Lombardi, Jr.",D,Jamestown 1501,98,31
State House,,"Henry F. Lombardi, Jr.",D,Middletown 1904,148,72
U.S. Senate,,Allen R. Waters,R,Burrillville 0301,92,15
U.S. Senate,,Allen R. Waters,R,Burrillville 0303,130,20
U.S. Senate,,Allen R. Waters,R,Burrillville 0306,40,7
U.S. Senate,,Allen R. Waters,R,Burrillville Limited,0,0
U.S. Senate,,Allen R. Waters,R,Charlestown 0501,37,1
U.S. Senate,,Allen R. Waters,R,Charlestown 0502,40,3
U.S. Senate,,Allen R. Waters,R,Charlestown 0503,50,4
U.S. Senate,,Allen R. Waters,R,Charlestown 0504,37,10
U.S. Senate,,Allen R. Waters,R,Charlestown Limited,0,0
U.S. Senate,,Allen R. Waters,R,Coventry 0601,38,1
U.S. Senate,,Allen R. Waters,R,Coventry 0602,9,0
U.S. Senate,,Allen R. Waters,R,Coventry 0603,70,12
U.S. Senate,,Allen R. Waters,R,Coventry 0604,25,2
U.S. Senate,,Allen R. Waters,R,Coventry 0605,29,6
U.S. Senate,,Allen R. Waters,R,Coventry 0606,94,6
U.S. Senate,,Allen R. Waters,R,Coventry 0609,33,5
U.S. Senate,,Allen R. Waters,R,Coventry 0610,28,0
U.S. Senate,,Allen R. Waters,R,Coventry 0611,32,2
U.S. Senate,,Allen R. Waters,R,Coventry 0613,56,7
U.S. Senate,,Allen R. Waters,R,Coventry 0615,90,22
U.S. Senate,,Allen R. Waters,R,Coventry 0617,29,3
U.S. Senate,,Allen R. Waters,R,Coventry 0618,24,6
U.S. Senate,,Allen R. Waters,R,Coventry Limited,0,0
U.S. Senate,,Allen R. Waters,R,Cranston 0701,65,4
U.S. Senate,,Allen R. Waters,R,Cranston 0702,52,8
U.S. Senate,,Allen R. Waters,R,Cranston 0703,77,4
U.S. Senate,,Allen R. Waters,R,Cranston 0704,18,1
U.S. Senate,,Allen R. Waters,R,Cranston 0705,32,5
U.S. Senate,,Allen R. Waters,R,Cranston 0706,207,29
U.S. Senate,,Allen R. Waters,R,Cranston 0707,204,16
U.S. Senate,,Allen R. Waters,R,Cranston 0708,189,35
U.S. Senate,,Allen R. Waters,R,Cranston 0709,255,29
U.S. Senate,,Allen R. Waters,R,Cranston 0710,112,17
U.S. Senate,,Allen R. Waters,R,Cranston 0711,124,14
U.S. Senate,,Allen R. Waters,R,Cranston 0712,174,24
U.S. Senate,,Allen R. Waters,R,Cranston 0713,198,23
U.S. Senate,,Allen R. Waters,R,Cranston 0714,20,1
U.S. Senate,,Allen R. Waters,R,Cranston 0715,95,9
U.S. Senate,,Allen R. Waters,R,Cranston 0716,137,9
U.S. Senate,,Allen R. Waters,R,Cranston 0717,40,5
U.S. Senate,,Allen R. Waters,R,Cranston 0718,72,6
U.S. Senate,,Allen R. Waters,R,Cranston 0719,117,8
U.S. Senate,,Allen R. Waters,R,Cranston 0720,45,9
U.S. Senate,,Allen R. Waters,R,Cranston 0721,88,6
U.S. Senate,,Allen R. Waters,R,Cranston 0722,52,2
U.S. Senate,,Allen R. Waters,R,Cranston 0723,58,5
U.S. Senate,,Allen R. Waters,R,Cranston 0724,60,12
U.S. Senate,,Allen R. Waters,R,Cranston 0725,107,8
U.S. Senate,,Allen R. Waters,R,Cranston 0726,73,6
U.S. Senate,,Allen R. Waters,R,Cranston 0727,49,2
U.S. Senate,,Allen R. Waters,R,Cranston 0728,0,0
U.S. Senate,,Allen R. Waters,R,Cranston 0730,306,31
U.S. Senate,,Allen R. Waters,R,Cranston 0731,147,11
U.S. Senate,,Allen R. Waters,R,Cranston Limited,0,0
U.S. Senate,,Allen R. Waters,R,East Greenwich 0901,11,1
U.S. Senate,,Allen R. Waters,R,East Greenwich 0903,81,24
U.S. Senate,,Allen R. Waters,R,East Greenwich 0905,83,18
U.S. Senate,,Allen R. Waters,R,East Greenwich Limited,0,0
U.S. Senate,,Allen R. Waters,R,Exeter 1101,34,5
U.S. Senate,,Allen R. Waters,R,Exeter 1103,83,12
U.S. Senate,,Allen R. Waters,R,Exeter Limited,0,0
U.S. Senate,,Allen R. Waters,R,Foster 1201,88,8
U.S. Senate,,Allen R. Waters,R,Foster Limited,0,0
U.S. Senate,,Allen R. Waters,R,Glocester 1301,124,12
U.S. Senate,,Allen R. Waters,R,Glocester 1303,13,0
U.S. Senate,,Allen R. Waters,R,Glocester 1304,38,3
U.S. Senate,,Allen R. Waters,R,Glocester Limited,0,0
U.S. Senate,,Allen R. Waters,R,Hopkinton 1401,73,10
U.S. Senate,,Allen R. Waters,R,Hopkinton 1402,53,6
U.S. Senate,,Allen R. Waters,R,Hopkinton 1403,18,1
U.S. Senate,,Allen R. Waters,R,Hopkinton Limited,0,0
U.S. Senate,,Allen R. Waters,R,Johnston 1601,27,1
U.S. Senate,,Allen R. Waters,R,Johnston 1603,53,5
U.S. Senate,,Allen R. Waters,R,Johnston 1604,37,6
U.S. Senate,,Allen R. Waters,R,Johnston 1605,29,3
U.S. Senate,,Allen R. Waters,R,Johnston 1606,10,1
U.S. Senate,,Allen R. Waters,R,Johnston 1607,10,0
U.S. Senate,,Allen R. Waters,R,Johnston 1608,47,8
U.S. Senate,,Allen R. Waters,R,Johnston 1609,19,1
U.S. Senate,,Allen R. Waters,R,Johnston 1610,46,4
U.S. Senate,,Allen R. Waters,R,Johnston 1611,17,4
U.S. Senate,,Allen R. Waters,R,Johnston 1612,26,4
U.S. Senate,,Allen R. Waters,R,Johnston 1613,15,3
U.S. Senate,,Allen R. Waters,R,Johnston Limited,0,0
U.S. Senate,,Allen R. Waters,R,Narragansett 2001,4,0
U.S. Senate,,Allen R. Waters,R,Narragansett 2002,60,15
U.S. Senate,,Allen R. Waters,R,Narragansett 2003,67,10
U.S. Senate,,Allen R. Waters,R,Narragansett 2004,91,16
U.S. Senate,,Allen R. Waters,R,Narragansett 2005,69,18
U.S. Senate,,Allen R. Waters,R,Narragansett Limited,0,0
U.S. Senate,,Allen R. Waters,R,New Shoreham 2201,19,3
U.S. Senate,,Allen R. Waters,R,New Shoreham Limited,0,0
U.S. Senate,,Allen R. Waters,R,North Kingstown 2301,38,9
U.S. Senate,,Allen R. Waters,R,North Kingstown 2304,179,38
U.S. Senate,,Allen R. Waters,R,North Kingstown 2306,31,3
U.S. Senate,,Allen R. Waters,R,North Kingstown 2309,179,46
U.S. Senate,,Allen R. Waters,R,North Kingstown Limited,0,0
U.S. Senate,,Allen R. Waters,R,Providence 2835,11,4
U.S. Senate,,Allen R. Waters,R,Providence 2836,0,0
U.S. Senate,,Allen R. Waters,R,Providence 2837,3,1
U.S. Senate,,Allen R. Waters,R,Providence 2838,3,0
U.S. Senate,,Allen R. Waters,R,Providence 2839,6,1
U.S. Senate,,Allen R. Waters,R,Providence 2841,3,1
U.S. Senate,,Allen R. Waters,R,Providence 2842,1,1
U.S. Senate,,Allen R. Waters,R,Providence 2844,15,1
U.S. Senate,,Allen R. Waters,R,Providence 2846,21,1
U.S. Senate,,Allen R. Waters,R,Providence 2847,4,0
U.S. Senate,,Allen R. Waters,R,Providence 2850,21,2
U.S. Senate,,Allen R. Waters,R,Providence 2853,11,2
U.S. Senate,,Allen R. Waters,R,Providence 2854,24,2
U.S. Senate,,Allen R. Waters,R,Providence 2859,1,0
U.S. Senate,,Allen R. Waters,R,Providence 2863,20,1
U.S. Senate,,Allen R. Waters,R,Providence 2864,3,0
U.S. Senate,,Allen R. Waters,R,Providence 2867,2,0
U.S. Senate,,Allen R. Waters,R,Providence 2868,3,0
U.S. Senate,,Allen R. Waters,R,Providence 2869,7,0
U.S. Senate,,Allen R. Waters,R,Providence 2871,7,0
U.S. Senate,,Allen R. Waters,R,Providence 2875,36,2
U.S. Senate,,Allen R. Waters,R,Providence 2877,5,1
U.S. Senate,,Allen R. Waters,R,Providence Limited 2,0,0
U.S. Senate,,Allen R. Waters,R,Richmond 2902,131,9
U.S. Senate,,Allen R. Waters,R,Richmond Limited,0,0
U.S. Senate,,Allen R. Waters,R,Scituate 3001,70,12
U.S. Senate,,Allen R. Waters,R,Scituate 3002,82,11
U.S. Senate,,Allen R. Waters,R,Scituate 3003,68,11
U.S. Senate,,Allen R. Waters,R,Scituate Limited,0,0
U.S. Senate,,Allen R. Waters,R,South Kingstown 3201,12,3
U.S. Senate,,Allen R. Waters,R,South Kingstown 3202,83,21
U.S. Senate,,Allen R. Waters,R,South Kingstown 3204,54,7
U.S. Senate,,Allen R. Waters,R,South Kingstown 3207,130,37
U.S. Senate,,Allen R. Waters,R,South Kingstown 3209,20,4
U.S. Senate,,Allen R. Waters,R,South Kingstown 3210,29,4
U.S. Senate,,Allen R. Waters,R,South Kingstown Limited,0,0
U.S. Senate,,Allen R. Waters,R,Warwick 3501,56,5
U.S. Senate,,Allen R. Waters,R,Warwick 3502,46,8
U.S. Senate,,Allen R. Waters,R,Warwick 3503,19,2
U.S. Senate,,Allen R. Waters,R,Warwick 3504,32,4
U.S. Senate,,Allen R. Waters,R,Warwick 3505,16,5
U.S. Senate,,Allen R. Waters,R,Warwick 3506,21,0
U.S. Senate,,Allen R. Waters,R,Warwick 3507,15,2
U.S. Senate,,Allen R. Waters,R,Warwick 3508,48,11
U.S. Senate,,Allen R. Waters,R,Warwick 3509,8,3
U.S. Senate,,Allen R. Waters,R,Warwick 3510,42,6
U.S. Senate,,Allen R. Waters,R,Warwick 3511,46,10
U.S. Senate,,Allen R. Waters,R,Warwick 3512,27,4
U.S. Senate,,Allen R. Waters,R,Warwick 3513,51,18
U.S. Senate,,Allen R. Waters,R,Warwick 3514,56,15
U.S. Senate,,Allen R. Waters,R,Warwick 3515,69,11
U.S. Senate,,Allen R. Waters,R,Warwick 3516,12,1
U.S. Senate,,Allen R. Waters,R,Warwick 3517,13,1
U.S. Senate,,Allen R. Waters,R,Warwick 3518,51,9
U.S. Senate,,Allen R. Waters,R,Warwick 3519,83,10
U.S. Senate,,Allen R. Waters,R,Warwick 3520,37,2
U.S. Senate,,Allen R. Waters,R,Warwick 3521,43,5
U.S. Senate,,Allen R. Waters,R,Warwick 3522,32,3
U.S. Senate,,Allen R. Waters,R,Warwick 3523,46,11
U.S. Senate,,Allen R. Waters,R,Warwick 3524,30,7
U.S. Senate,,Allen R. Waters,R,Warwick 3525,36,4
U.S. Senate,,Allen R. Waters,R,Warwick 3526,23,4
U.S. Senate,,Allen R. Waters,R,Warwick 3527,26,4
U.S. Senate,,Allen R. Waters,R,Warwick 3528,20,2
U.S. Senate,,Allen R. Waters,R,Warwick 3529,50,8
U.S. Senate,,Allen R. Waters,R,Warwick 3530,55,10
U.S. Senate,,Allen R. Waters,R,Warwick 3531,69,10
U.S. Senate,,Allen R. Waters,R,Warwick 3532,26,5
U.S. Senate,,Allen R. Waters,R,Warwick 3533,20,7
U.S. Senate,,Allen R. Waters,R,Warwick Limited,0,0
U.S. Senate,,Allen R. Waters,R,Westerly 3601,21,3
U.S. Senate,,Allen R. Waters,R,Westerly 3602,33,8
U.S. Senate,,Allen R. Waters,R,Westerly 3603,32,13
U.S. Senate,,Allen R. Waters,R,Westerly 3604,35,13
U.S. Senate,,Allen R. Waters,R,Westerly 3605,41,11
U.S. Senate,,Allen R. Waters,R,Westerly 3606,21,5
U.S. Senate,,Allen R. Waters,R,Westerly 3607,34,6
U.S. Senate,,Allen R. Waters,R,Westerly Limited,0,0
U.S. Senate,,Allen R. Waters,R,West Greenwich 3701,54,11
U.S. Senate,,Allen R. Waters,R,West Greenwich 3702,34,8
U.S. Senate,,Allen R. Waters,R,West Greenwich 3703,16,2
U.S. Senate,,Allen R. Waters,R,West Greenwich 3704,34,9
U.S. Senate,,Allen R. Waters,R,West Greenwich Limited,0,0
U.S. Senate,,Allen R. Waters,R,West Warwick 3801,54,8
U.S. Senate,,Allen R. Waters,R,West Warwick 3802,26,3
U.S. Senate,,Allen R. Waters,R,West Warwick 3803,25,3
U.S. Senate,,Allen R. Waters,R,West Warwick 3804,86,14
U.S. Senate,,Allen R. Waters,R,West Warwick 3805,27,4
U.S. Senate,,Allen R. Waters,R,West Warwick 3806,31,2
U.S. Senate,,Allen R. Waters,R,West Warwick 3807,43,5
U.S. Senate,,Allen R. Waters,R,West Warwick 3808,53,8
U.S. Senate,,Allen R. Waters,R,West Warwick 3809,34,5
U.S. Senate,,Allen R. Waters,R,West Warwick 3810,35,3
U.S. Senate,,Allen R. Waters,R,West Warwick Limited,0,0
U.S. Senate,,Allen R. Waters,R,Federal Precinct #2,11,4
U.S. Senate,,Allen R. Waters,R,Federal Precinct #2S,1,1
U.S. House,,Robert B. Lancia*,R,Burrillville 0301,62,12
U.S. House,,Robert B. Lancia*,R,Burrillville 0303,84,12
U.S. House,,Robert B. Lancia*,R,Burrillville 0306,29,4
U.S. House,,Robert B. Lancia*,R,Burrillville Limited,0,0
U.S. House,,Robert B. Lancia*,R,Charlestown 0501,32,1
U.S. House,,Robert B. Lancia*,R,Charlestown 0502,29,2
U.S. House,,Robert B. Lancia*,R,Charlestown 0503,43,4
U.S. House,,Robert B. Lancia*,R,Charlestown 0504,30,9
U.S. House,,Robert B. Lancia*,R,Charlestown Limited,0,0
U.S. House,,Robert B. Lancia*,R,Coventry 0601,26,0
U.S. House,,Robert B. Lancia*,R,Coventry 0602,5,0
U.S. House,,Robert B. Lancia*,R,Coventry 0603,52,11
U.S. House,,Robert B. Lancia*,R,Coventry 0604,22,2
U.S. House,,Robert B. Lancia*,R,Coventry 0605,27,4
U.S. House,,Robert B. Lancia*,R,Coventry 0606,73,6
U.S. House,,Robert B. Lancia*,R,Coventry 0609,23,1
U.S. House,,Robert B. Lancia*,R,Coventry 0610,21,0
U.S. House,,Robert B. Lancia*,R,Coventry 0611,25,0
U.S. House,,Robert B. Lancia*,R,Coventry 0613,38,8
U.S. House,,Robert B. Lancia*,R,Coventry 0615,69,14
U.S. House,,Robert B. Lancia*,R,Coventry 0617,29,1
U.S. House,,Robert B. Lancia*,R,Coventry 0618,19,3
U.S. House,,Robert B. Lancia*,R,Coventry Limited,0,0
U.S. House,,Robert B. Lancia*,R,Cranston 0701,48,4
U.S. House,,Robert B. Lancia*,R,Cranston 0702,49,9
U.S. House,,Robert B. Lancia*,R,Cranston 0703,81,4
U.S. House,,Robert B. Lancia*,R,Cranston 0704,15,3
U.S. House,,Robert B. Lancia*,R,Cranston 0705,24,5
U.S. House,,Robert B. Lancia*,R,Cranston 0706,245,36
U.S. House,,Robert B. Lancia*,R,Cranston 0707,215,18
U.S. House,,Robert B. Lancia*,R,Cranston 0708,172,34
U.S. House,,Robert B. Lancia*,R,Cranston 0709,263,33
U.S. House,,Robert B. Lancia*,R,Cranston 0710,126,20
U.S. House,,Robert B. Lancia*,R,Cranston 0711,121,18
U.S. House,,Robert B. Lancia*,R,Cranston 0712,191,30
U.S. House,,Robert B. Lancia*,R,Cranston 0713,232,31
U.S. House,,Robert B. Lancia*,R,Cranston 0714,15,0
U.S. House,,Robert B. Lancia*,R,Cranston 0715,93,14
U.S. House,,Robert B. Lancia*,R,Cranston 0716,126,10
U.S. House,,Robert B. Lancia*,R,Cranston 0717,32,4
U.S. House,,Robert B. Lancia*,R,Cranston 0718,75,11
U.S. House,,Robert B. Lancia*,R,Cranston 0719,122,6
U.S. House,,Robert B. Lancia*,R,Cranston 0720,46,9
U.S. House,,Robert B. Lancia*,R,Cranston 0721,81,11
U.S. House,,Robert B. Lancia*,R,Cranston 0722,50,4
U.S. House,,Robert B. Lancia*,R,Cranston 0723,51,5
U.S. House,,Robert B. Lancia*,R,Cranston 0724,62,11
U.S. House,,Robert B. Lancia*,R,Cranston 0725,95,10
U.S. House,,Robert B. Lancia*,R,Cranston 0726,62,5
U.S. House,,Robert B. Lancia*,R,Cranston 0727,43,2
U.S. House,,Robert B. Lancia*,R,Cranston 0728,0,0
U.S. House,,Robert B. Lancia*,R,Cranston 0730,303,33
U.S. House,,Robert B. Lancia*,R,Cranston 0731,155,16
U.S. House,,Robert B. Lancia*,R,Cranston Limited,0,0
U.S. House,,Robert B. Lancia*,R,East Greenwich 0901,6,0
U.S. House,,Robert B. Lancia*,R,East Greenwich 0903,67,17
U.S. House,,Robert B. Lancia*,R,East Greenwich 0905,64,15
U.S. House,,Robert B. Lancia*,R,East Greenwich Limited,0,0
U.S. House,,Robert B. Lancia*,R,Exeter 1101,31,6
U.S. House,,Robert B. Lancia*,R,Exeter 1103,77,10
U.S. House,,Robert B. Lancia*,R,Exeter Limited,0,0
U.S. House,,Robert B. Lancia*,R,Foster 1201,80,8
U.S. House,,Robert B. Lancia*,R,Foster Limited,0,0
U.S. House,,Robert B. Lancia*,R,Glocester 1301,103,9
U.S. House,,Robert B. Lancia*,R,Glocester 1303,11,0
U.S. House,,Robert B. Lancia*,R,Glocester 1304,25,2
U.S. House,,Robert B. Lancia*,R,Glocester Limited,0,0
U.S. House,,Robert B. Lancia*,R,Hopkinton 1401,62,9
U.S. House,,Robert B. Lancia*,R,Hopkinton 1402,47,5
U.S. House,,Robert B. Lancia*,R,Hopkinton 1403,15,1
U.S. House,,Robert B. Lancia*,R,Hopkinton Limited,0,0
U.S. House,,Robert B. Lancia*,R,Johnston 1601,22,1
U.S. House,,Robert B. Lancia*,R,Johnston 1603,47,4
U.S. House,,Robert B. Lancia*,R,Johnston 1604,27,3
U.S. House,,Robert B. Lancia*,R,Johnston 1605,24,2
